node03b3c753299e86e66647c895992d2f1.html
Right Answer:accessory_d43-c1
Predicted Answer:sony xbr65x950b---0.3
Predicted Answer:vizio d43-c1---0.1
Predicted Answer:samsung un55ju6500---0.4
Predicted Answer:gpx te1384b---0.1
Predicted Answer:sony xbr55x800b---0.2
Predicted Answer:gpx tde1380b---0.1
Predicted Answer:samsung un32eh5300---0.2
Predicted Answer:samsung un40ju6400---0.4
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.1
Predicted Answer:lg 55eg9100---0.6
Predicted Answer:samsung un50eh5300---0.2
Predicted Answer:samsung un65h6350---0.3
Predicted Answer:samsung un50j5200a---0.2
Predicted Answer:sony xbr65x800b---0.3
Predicted Answer:samsung un60js7000---0.3
Predicted Answer:samsung un55js8500f---0.3
Predicted Answer:vizio d43-d2---0.2
Predicted Answer:sony xbr65x900b---0.4
Predicted Answer:sony xbr65x900c---0.3
Predicted Answer:samsung un48ju6400---0.4
Predicted Answer:sony xbr65hx929---0.2
Predicted Answer:sony xbr55x850d---0.5
Predicted Answer:sony xbr55x850c---0.3
Predicted Answer:samsung un55js9000f---0.5
Predicted Answer:sony xbr55x850b---0.2
Predicted Answer:samsung un60j6200a---0.2
Predicted Answer:samsung un40es6100---0.2
Predicted Answer:samsung un50j6300---0.2
Predicted Answer:lg 55eg9600---0.6
Predicted Answer:sony xbr79x900b---0.2
Predicted Answer:gpx tde1982b---0.1
Predicted Answer:lg 65eg9600---0.8
Predicted Answer:sony xbr55x810c---0.3
Predicted Answer:samsung un40ju6700---0.5
Predicted Answer:samsung un50js7000---0.4
Predicted Answer:sony xbr43x830c---0.3
Predicted Answer:samsung un55hu6840---0.4
Predicted Answer:samsung un55j6200a---0.2
Predicted Answer:samsung un40eh5300---0.2
Predicted Answer:samsung un55hu8500---0.4
Predicted Answer:sony xbr65x810c---0.4
Predicted Answer:sony xbr65x850a---0.3
Predicted Answer:sony xbr49x830c---0.3
Predicted Answer:lg 49uf6400---0.4
Predicted Answer:sony xbr65x850c---0.4
Predicted Answer:sony xbr70x850b---0.2
Predicted Answer:lg 40lf6300---0.3
Predicted Answer:sony xbr55x900c---0.3
Predicted Answer:gpx tde3253b---0.1
Predicted Answer:samsung un65h7150---0.3
Predicted Answer:samsung un65ju7100---0.5
Predicted Answer:vizio d50u-d1---0.3
nodee5a10124231d33b1795dea5794d61c.html
Right Answer:sony xbr43x830c
Predicted Answer:samsung un55ju7100f---0.4375
Predicted Answer:vizio d48-d0---0.25
Predicted Answer:samsung un60eh6003---0.1875
Predicted Answer:samsung un60ju7100---0.4375
Predicted Answer:sony xbr65x930c---0.4375
Predicted Answer:samsung un50ju7100---0.4375
Predicted Answer:sony xbr65x930d---0.375
Predicted Answer:sony xbr65x950b---0.4375
Predicted Answer:vizio d43-c1---0.25
Predicted Answer:samsung un55ju6500---0.3125
Predicted Answer:gpx te1384b---0.0625
Predicted Answer:sony xbr55x800b---0.3125
Predicted Answer:gpx tde1380b---0.0625
Predicted Answer:samsung un32eh5300---0.125
Predicted Answer:samsung un40ju6400---0.375
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.0625
Predicted Answer:lg 55eg9100---0.3125
Predicted Answer:samsung un50eh5300---0.1875
Predicted Answer:samsung un65h6350---0.125
Predicted Answer:samsung un50j5200a---0.125
Predicted Answer:sony xbr65x800b---0.375
Predicted Answer:samsung un60js7000---0.25
Predicted Answer:samsung un55js8500f---0.375
Predicted Answer:vizio d43-d2---0.3125
Predicted Answer:sony xbr65x900b---0.4375
Predicted Answer:sony xbr65x900c---0.375
Predicted Answer:samsung un48ju6400---0.375
Predicted Answer:sony xbr65hx929---0.25
Predicted Answer:sony xbr55x850d---0.3125
Predicted Answer:sony xbr55x850c---0.25
Predicted Answer:samsung un55js9000f---0.3125
Predicted Answer:sony xbr55x850b---0.1875
Predicted Answer:samsung un60j6200a---0.125
Predicted Answer:samsung un40es6100---0.1875
Predicted Answer:samsung un50j6300---0.125
Predicted Answer:lg 55eg9600---0.3125
Predicted Answer:sony xbr79x900b---0.5
Predicted Answer:gpx tde1982b---0.125
Predicted Answer:lg 65eg9600---0.3125
Predicted Answer:sony xbr55x810c---0.375
Predicted Answer:samsung un40ju6700---0.3125
Predicted Answer:samsung un50js7000---0.25
Predicted Answer:sony xbr43x830c---0.5
Predicted Answer:samsung un55hu6840---0.375
Predicted Answer:samsung un55j6200a---0.125
Predicted Answer:samsung un40eh5300---0.1875
Predicted Answer:samsung un55hu8500---0.375
Predicted Answer:sony xbr65x810c---0.375
Predicted Answer:sony xbr65x850a---0.5625
Predicted Answer:sony xbr49x830c---0.5
Predicted Answer:lg 49uf6400---0.4375
Predicted Answer:sony xbr65x850c---0.4375
Predicted Answer:sony xbr70x850b---0.3125
Predicted Answer:lg 40lf6300---0.1875
Predicted Answer:sony xbr55x900c---0.375
Predicted Answer:gpx tde3253b---0.0625
Predicted Answer:samsung un65h7150---0.125
Predicted Answer:samsung un65ju7100---0.4375
Predicted Answer:vizio d50u-d1---0.4375
nodee6ce71d562d16bc1a96a5b7477df992.html
Right Answer:samsung un50eh5300
Predicted Answer:samsung un55ju7100f---0.375
Predicted Answer:vizio d48-d0---0.4375
Predicted Answer:samsung un60eh6003---0.375
Predicted Answer:samsung un60ju7100---0.375
Predicted Answer:sony xbr65x930c---0.375
Predicted Answer:samsung un50ju7100---0.5
Predicted Answer:sony xbr65x930d---0.3125
Predicted Answer:sony xbr65x950b---0.4375
Predicted Answer:vizio d43-c1---0.4375
Predicted Answer:samsung un55ju6500---0.4375
Predicted Answer:gpx te1384b---0.3125
Predicted Answer:sony xbr55x800b---0.25
Predicted Answer:gpx tde1380b---0.375
Predicted Answer:samsung un32eh5300---0.3125
Predicted Answer:samsung un40ju6400---0.375
Predicted Answer:lg 43uf6400---0.5
Predicted Answer:gpx tde1384b---0.375
Predicted Answer:lg 55eg9100---0.4375
Predicted Answer:samsung un50eh5300---0.5
Predicted Answer:samsung un65h6350---0.3125
Predicted Answer:samsung un50j5200a---0.375
Predicted Answer:sony xbr65x800b---0.25
Predicted Answer:samsung un60js7000---0.25
Predicted Answer:samsung un55js8500f---0.4375
Predicted Answer:vizio d43-d2---0.4375
Predicted Answer:sony xbr65x900b---0.5625
Predicted Answer:sony xbr65x900c---0.375
Predicted Answer:samsung un48ju6400---0.375
Predicted Answer:sony xbr65hx929---0.4375
Predicted Answer:sony xbr55x850d---0.25
Predicted Answer:sony xbr55x850c---0.375
Predicted Answer:samsung un55js9000f---0.4375
Predicted Answer:sony xbr55x850b---0.3125
Predicted Answer:samsung un60j6200a---0.3125
Predicted Answer:samsung un40es6100---0.375
Predicted Answer:samsung un50j6300---0.4375
Predicted Answer:lg 55eg9600---0.375
Predicted Answer:sony xbr79x900b---0.5625
Predicted Answer:gpx tde1982b---0.5
Predicted Answer:lg 65eg9600---0.375
Predicted Answer:sony xbr55x810c---0.1875
Predicted Answer:samsung un40ju6700---0.3125
Predicted Answer:samsung un50js7000---0.375
Predicted Answer:sony xbr43x830c---0.3125
Predicted Answer:samsung un55hu6840---0.375
Predicted Answer:samsung un55j6200a---0.375
Predicted Answer:samsung un40eh5300---0.4375
Predicted Answer:samsung un55hu8500---0.3125
Predicted Answer:sony xbr65x810c---0.1875
Predicted Answer:sony xbr65x850a---0.5
Predicted Answer:sony xbr49x830c---0.3125
Predicted Answer:lg 49uf6400---0.4375
Predicted Answer:sony xbr65x850c---0.4375
Predicted Answer:sony xbr70x850b---0.3125
Predicted Answer:lg 40lf6300---0.375
Predicted Answer:sony xbr55x900c---0.25
Predicted Answer:gpx tde3253b---0.375
Predicted Answer:samsung un65h7150---0.3125
Predicted Answer:samsung un65ju7100---0.4375
Predicted Answer:vizio d50u-d1---0.5625
nodee6f0d9d1c5c7fa41e535be58a6fa8252.html
Right Answer:lg 65eg9600
Predicted Answer:samsung un55ju7100f---0.2926829268292683
Predicted Answer:vizio d48-d0---0.2682926829268293
Predicted Answer:samsung un60eh6003---0.2682926829268293
Predicted Answer:samsung un60ju7100---0.3170731707317073
Predicted Answer:sony xbr65x930c---0.4146341463414634
Predicted Answer:samsung un50ju7100---0.4146341463414634
Predicted Answer:sony xbr65x930d---0.14634146341463414
Predicted Answer:sony xbr65x950b---0.36585365853658536
Predicted Answer:vizio d43-c1---0.17073170731707318
Predicted Answer:samsung un55ju6500---0.34146341463414637
Predicted Answer:gpx te1384b---0.0975609756097561
Predicted Answer:sony xbr55x800b---0.24390243902439024
Predicted Answer:gpx tde1380b---0.04878048780487805
Predicted Answer:samsung un32eh5300---0.3902439024390244
Predicted Answer:samsung un40ju6400---0.3170731707317073
Predicted Answer:lg 43uf6400---0.3170731707317073
Predicted Answer:gpx tde1384b---0.0975609756097561
Predicted Answer:lg 55eg9100---0.4878048780487805
Predicted Answer:samsung un50eh5300---0.3170731707317073
Predicted Answer:samsung un65h6350---0.17073170731707318
Predicted Answer:samsung un50j5200a---0.04878048780487805
Predicted Answer:sony xbr65x800b---0.2926829268292683
Predicted Answer:samsung un60js7000---0.24390243902439024
Predicted Answer:samsung un55js8500f---0.5121951219512195
Predicted Answer:vizio d43-d2---0.17073170731707318
Predicted Answer:sony xbr65x900b---0.4634146341463415
Predicted Answer:sony xbr65x900c---0.4146341463414634
Predicted Answer:samsung un48ju6400---0.3170731707317073
Predicted Answer:sony xbr65hx929---0.24390243902439024
Predicted Answer:sony xbr55x850d---0.34146341463414637
Predicted Answer:sony xbr55x850c---0.2926829268292683
Predicted Answer:samsung un55js9000f---0.36585365853658536
Predicted Answer:sony xbr55x850b---0.2926829268292683
Predicted Answer:samsung un60j6200a---0.07317073170731707
Predicted Answer:samsung un40es6100---0.2682926829268293
Predicted Answer:samsung un50j6300---0.21951219512195122
Predicted Answer:lg 55eg9600---0.4878048780487805
Predicted Answer:sony xbr79x900b---0.3902439024390244
Predicted Answer:gpx tde1982b---0.14634146341463414
Predicted Answer:lg 65eg9600---0.43902439024390244
Predicted Answer:sony xbr55x810c---0.17073170731707318
Predicted Answer:samsung un40ju6700---0.3170731707317073
Predicted Answer:samsung un50js7000---0.2682926829268293
Predicted Answer:sony xbr43x830c---0.36585365853658536
Predicted Answer:samsung un55hu6840---0.34146341463414637
Predicted Answer:samsung un55j6200a---0.12195121951219512
Predicted Answer:samsung un40eh5300---0.2926829268292683
Predicted Answer:samsung un55hu8500---0.2682926829268293
Predicted Answer:sony xbr65x810c---0.1951219512195122
Predicted Answer:sony xbr65x850a---0.4634146341463415
Predicted Answer:sony xbr49x830c---0.36585365853658536
Predicted Answer:lg 49uf6400---0.24390243902439024
Predicted Answer:sony xbr65x850c---0.4634146341463415
Predicted Answer:sony xbr70x850b---0.3902439024390244
Predicted Answer:lg 40lf6300---0.0975609756097561
Predicted Answer:sony xbr55x900c---0.2926829268292683
Predicted Answer:gpx tde3253b---0.04878048780487805
Predicted Answer:samsung un65h7150---0.17073170731707318
Predicted Answer:samsung un65ju7100---0.36585365853658536
Predicted Answer:vizio d50u-d1---0.3902439024390244
nodee7de2efcdc6fad5562cefea6ef659254.html
Right Answer:samsung un40ju6400
Predicted Answer:samsung un55ju7100f---0.5333333333333333
Predicted Answer:vizio d48-d0---0.3333333333333333
Predicted Answer:samsung un60eh6003---0.3333333333333333
Predicted Answer:samsung un60ju7100---0.5333333333333333
Predicted Answer:sony xbr65x930c---0.5333333333333333
Predicted Answer:samsung un50ju7100---0.5333333333333333
Predicted Answer:sony xbr65x930d---0.4666666666666667
Predicted Answer:sony xbr65x950b---0.6
Predicted Answer:vizio d43-c1---0.4
Predicted Answer:samsung un55ju6500---0.4666666666666667
Predicted Answer:gpx te1384b---0.3333333333333333
Predicted Answer:sony xbr55x800b---0.5333333333333333
Predicted Answer:gpx tde1380b---0.3333333333333333
Predicted Answer:samsung un32eh5300---0.26666666666666666
Predicted Answer:samsung un40ju6400---0.6
Predicted Answer:lg 43uf6400---0.6
Predicted Answer:gpx tde1384b---0.3333333333333333
Predicted Answer:lg 55eg9100---0.26666666666666666
Predicted Answer:samsung un50eh5300---0.3333333333333333
Predicted Answer:samsung un65h6350---0.26666666666666666
Predicted Answer:samsung un50j5200a---0.26666666666666666
Predicted Answer:sony xbr65x800b---0.5333333333333333
Predicted Answer:samsung un60js7000---0.4
Predicted Answer:samsung un55js8500f---0.4666666666666667
Predicted Answer:vizio d43-d2---0.3333333333333333
Predicted Answer:sony xbr65x900b---0.5333333333333333
Predicted Answer:sony xbr65x900c---0.6
Predicted Answer:samsung un48ju6400---0.5333333333333333
Predicted Answer:sony xbr65hx929---0.3333333333333333
Predicted Answer:sony xbr55x850d---0.4666666666666667
Predicted Answer:sony xbr55x850c---0.26666666666666666
Predicted Answer:samsung un55js9000f---0.4
Predicted Answer:sony xbr55x850b---0.26666666666666666
Predicted Answer:samsung un60j6200a---0.26666666666666666
Predicted Answer:samsung un40es6100---0.4
Predicted Answer:samsung un50j6300---0.26666666666666666
Predicted Answer:lg 55eg9600---0.3333333333333333
Predicted Answer:sony xbr79x900b---0.6
Predicted Answer:gpx tde1982b---0.4
Predicted Answer:lg 65eg9600---0.3333333333333333
Predicted Answer:sony xbr55x810c---0.5333333333333333
Predicted Answer:samsung un40ju6700---0.5333333333333333
Predicted Answer:samsung un50js7000---0.4
Predicted Answer:sony xbr43x830c---0.5333333333333333
Predicted Answer:samsung un55hu6840---0.5333333333333333
Predicted Answer:samsung un55j6200a---0.26666666666666666
Predicted Answer:samsung un40eh5300---0.4
Predicted Answer:samsung un55hu8500---0.6
Predicted Answer:sony xbr65x810c---0.5333333333333333
Predicted Answer:sony xbr65x850a---0.6666666666666666
Predicted Answer:sony xbr49x830c---0.5333333333333333
Predicted Answer:lg 49uf6400---0.4666666666666667
Predicted Answer:sony xbr65x850c---0.6
Predicted Answer:sony xbr70x850b---0.5333333333333333
Predicted Answer:lg 40lf6300---0.2
Predicted Answer:sony xbr55x900c---0.5333333333333333
Predicted Answer:gpx tde3253b---0.3333333333333333
Predicted Answer:samsung un65h7150---0.26666666666666666
Predicted Answer:samsung un65ju7100---0.5333333333333333
Predicted Answer:vizio d50u-d1---0.6
nodee7e89da8d26a78eb4150fde2cc9787c8.html
Right Answer:vizio d43-c1
Predicted Answer:samsung un55ju7100f---0.2
Predicted Answer:vizio d48-d0---0.4
Predicted Answer:samsung un60eh6003---0.4666666666666667
Predicted Answer:samsung un60ju7100---0.2
Predicted Answer:sony xbr65x930c---0.2
Predicted Answer:samsung un50ju7100---0.26666666666666666
Predicted Answer:sony xbr65x930d---0.06666666666666667
Predicted Answer:sony xbr65x950b---0.3333333333333333
Predicted Answer:vizio d43-c1---0.6666666666666666
Predicted Answer:samsung un55ju6500---0.13333333333333333
Predicted Answer:gpx te1384b---0.13333333333333333
Predicted Answer:sony xbr55x800b---0.13333333333333333
Predicted Answer:gpx tde1380b---0.2
Predicted Answer:samsung un32eh5300---0.3333333333333333
Predicted Answer:samsung un40ju6400---0.26666666666666666
Predicted Answer:lg 43uf6400---0.4666666666666667
Predicted Answer:gpx tde1384b---0.26666666666666666
Predicted Answer:lg 55eg9100---0.26666666666666666
Predicted Answer:samsung un50eh5300---0.4
Predicted Answer:samsung un65h6350---0.2
Predicted Answer:samsung un50j5200a---0.13333333333333333
Predicted Answer:sony xbr65x800b---0.13333333333333333
Predicted Answer:samsung un60js7000---0.13333333333333333
Predicted Answer:samsung un55js8500f---0.26666666666666666
Predicted Answer:vizio d43-d2---0.5333333333333333
Predicted Answer:sony xbr65x900b---0.3333333333333333
Predicted Answer:sony xbr65x900c---0.26666666666666666
Predicted Answer:samsung un48ju6400---0.26666666666666666
Predicted Answer:sony xbr65hx929---0.4
Predicted Answer:sony xbr55x850d---0.2
Predicted Answer:sony xbr55x850c---0.13333333333333333
Predicted Answer:samsung un55js9000f---0.2
Predicted Answer:sony xbr55x850b---0.2
Predicted Answer:samsung un60j6200a---0.13333333333333333
Predicted Answer:samsung un40es6100---0.26666666666666666
Predicted Answer:samsung un50j6300---0.26666666666666666
Predicted Answer:lg 55eg9600---0.2
Predicted Answer:sony xbr79x900b---0.4
Predicted Answer:gpx tde1982b---0.4
Predicted Answer:lg 65eg9600---0.3333333333333333
Predicted Answer:sony xbr55x810c---0.13333333333333333
Predicted Answer:samsung un40ju6700---0.2
Predicted Answer:samsung un50js7000---0.2
Predicted Answer:sony xbr43x830c---0.26666666666666666
Predicted Answer:samsung un55hu6840---0.26666666666666666
Predicted Answer:samsung un55j6200a---0.2
Predicted Answer:samsung un40eh5300---0.3333333333333333
Predicted Answer:samsung un55hu8500---0.13333333333333333
Predicted Answer:sony xbr65x810c---0.13333333333333333
Predicted Answer:sony xbr65x850a---0.4
Predicted Answer:sony xbr49x830c---0.26666666666666666
Predicted Answer:lg 49uf6400---0.3333333333333333
Predicted Answer:sony xbr65x850c---0.26666666666666666
Predicted Answer:sony xbr70x850b---0.26666666666666666
Predicted Answer:lg 40lf6300---0.3333333333333333
Predicted Answer:sony xbr55x900c---0.13333333333333333
Predicted Answer:gpx tde3253b---0.2
Predicted Answer:samsung un65h7150---0.2
Predicted Answer:samsung un65ju7100---0.26666666666666666
Predicted Answer:vizio d50u-d1---0.4666666666666667
nodee83fa28b30d0f431a4815a1d7a5845d1.html
Right Answer:sony xbr55x850d
Right Answer:sony xbr65x850d
Right Answer:sony xbr75x850d
Right Answer:sony xbr85x850d
Predicted Answer:samsung un55ju7100f---0.3333333333333333
Predicted Answer:vizio d48-d0---0.16666666666666666
Predicted Answer:samsung un60eh6003---0.16666666666666666
Predicted Answer:samsung un60ju7100---0.3333333333333333
Predicted Answer:sony xbr65x930c---0.5
Predicted Answer:samsung un50ju7100---0.3333333333333333
Predicted Answer:sony xbr65x930d---0.5
Predicted Answer:sony xbr65x950b---0.3333333333333333
Predicted Answer:vizio d43-c1---0.16666666666666666
Predicted Answer:samsung un55ju6500---0.3333333333333333
Predicted Answer:gpx te1384b---0.16666666666666666
Predicted Answer:sony xbr55x800b---0.3333333333333333
Predicted Answer:gpx tde1380b---0.16666666666666666
Predicted Answer:samsung un32eh5300---0.16666666666666666
Predicted Answer:samsung un40ju6400---0.3333333333333333
Predicted Answer:lg 43uf6400---0.3333333333333333
Predicted Answer:gpx tde1384b---0.16666666666666666
Predicted Answer:lg 55eg9100---0.3333333333333333
Predicted Answer:samsung un50eh5300---0.16666666666666666
Predicted Answer:samsung un65h6350---0.16666666666666666
Predicted Answer:samsung un50j5200a---0.16666666666666666
Predicted Answer:sony xbr65x800b---0.3333333333333333
Predicted Answer:samsung un60js7000---0.3333333333333333
Predicted Answer:samsung un55js8500f---0.3333333333333333
Predicted Answer:vizio d43-d2---0.16666666666666666
Predicted Answer:sony xbr65x900b---0.3333333333333333
Predicted Answer:sony xbr65x900c---0.3333333333333333
Predicted Answer:samsung un48ju6400---0.3333333333333333
Predicted Answer:sony xbr65hx929---0.16666666666666666
Predicted Answer:sony xbr55x850d---0.6666666666666666
Predicted Answer:sony xbr55x850c---0.5
Predicted Answer:samsung un55js9000f---0.3333333333333333
Predicted Answer:sony xbr55x850b---0.3333333333333333
Predicted Answer:samsung un60j6200a---0.16666666666666666
Predicted Answer:samsung un40es6100---0.16666666666666666
Predicted Answer:samsung un50j6300---0.16666666666666666
Predicted Answer:lg 55eg9600---0.3333333333333333
Predicted Answer:sony xbr79x900b---0.3333333333333333
Predicted Answer:gpx tde1982b---0.16666666666666666
Predicted Answer:lg 65eg9600---0.3333333333333333
Predicted Answer:sony xbr55x810c---0.5
Predicted Answer:samsung un40ju6700---0.3333333333333333
Predicted Answer:samsung un50js7000---0.3333333333333333
Predicted Answer:sony xbr43x830c---0.5
Predicted Answer:samsung un55hu6840---0.3333333333333333
Predicted Answer:samsung un55j6200a---0.16666666666666666
Predicted Answer:samsung un40eh5300---0.16666666666666666
Predicted Answer:samsung un55hu8500---0.3333333333333333
Predicted Answer:sony xbr65x810c---0.5
Predicted Answer:sony xbr65x850a---0.3333333333333333
Predicted Answer:sony xbr49x830c---0.5
Predicted Answer:lg 49uf6400---0.3333333333333333
Predicted Answer:sony xbr65x850c---0.5
Predicted Answer:sony xbr70x850b---0.3333333333333333
Predicted Answer:lg 40lf6300---0.16666666666666666
Predicted Answer:sony xbr55x900c---0.5
Predicted Answer:gpx tde3253b---0.16666666666666666
Predicted Answer:samsung un65h7150---0.16666666666666666
Predicted Answer:samsung un65ju7100---0.3333333333333333
Predicted Answer:vizio d50u-d1---0.3333333333333333
nodee87447d3d9566de57377b4f7430e04.html
Right Answer:samsung un65ju7100
Predicted Answer:samsung un55ju7100f---0.34265734265734266
Predicted Answer:vizio d48-d0---0.23357664233576642
Predicted Answer:samsung un60eh6003---0.24475524475524477
Predicted Answer:samsung un60ju7100---0.32867132867132864
Predicted Answer:sony xbr65x930c---0.3076923076923077
Predicted Answer:samsung un50ju7100---0.3146853146853147
Predicted Answer:sony xbr65x930d---0.22377622377622378
Predicted Answer:sony xbr65x950b---0.2867132867132867
Predicted Answer:vizio d43-c1---0.21739130434782608
Predicted Answer:samsung un55ju6500---0.32167832167832167
Predicted Answer:gpx te1384b---0.18867924528301888
Predicted Answer:sony xbr55x800b---0.2727272727272727
Predicted Answer:gpx tde1380b---0.27419354838709675
Predicted Answer:samsung un32eh5300---0.25757575757575757
Predicted Answer:samsung un40ju6400---0.3473684210526316
Predicted Answer:lg 43uf6400---0.264
Predicted Answer:gpx tde1384b---0.19811320754716982
Predicted Answer:lg 55eg9100---0.1958041958041958
Predicted Answer:samsung un50eh5300---0.2517482517482518
Predicted Answer:samsung un65h6350---0.3402061855670103
Predicted Answer:samsung un50j5200a---0.36507936507936506
Predicted Answer:sony xbr65x800b---0.2867132867132867
Predicted Answer:samsung un60js7000---0.3142857142857143
Predicted Answer:samsung un55js8500f---0.34965034965034963
Predicted Answer:vizio d43-d2---0.23015873015873015
Predicted Answer:sony xbr65x900b---0.32167832167832167
Predicted Answer:sony xbr65x900c---0.2517482517482518
Predicted Answer:samsung un48ju6400---0.3548387096774194
Predicted Answer:sony xbr65hx929---0.2158273381294964
Predicted Answer:sony xbr55x850d---0.25874125874125875
Predicted Answer:sony xbr55x850c---0.17391304347826086
Predicted Answer:samsung un55js9000f---0.29927007299270075
Predicted Answer:sony xbr55x850b---0.15254237288135594
Predicted Answer:samsung un60j6200a---0.38235294117647056
Predicted Answer:samsung un40es6100---0.2830188679245283
Predicted Answer:samsung un50j6300---0.31683168316831684
Predicted Answer:lg 55eg9600---0.23076923076923078
Predicted Answer:sony xbr79x900b---0.2727272727272727
Predicted Answer:gpx tde1982b---0.17708333333333334
Predicted Answer:lg 65eg9600---0.234375
Predicted Answer:sony xbr55x810c---0.26804123711340205
Predicted Answer:samsung un40ju6700---0.3368421052631579
Predicted Answer:samsung un50js7000---0.33
Predicted Answer:sony xbr43x830c---0.27972027972027974
Predicted Answer:samsung un55hu6840---0.41228070175438597
Predicted Answer:samsung un55j6200a---0.3888888888888889
Predicted Answer:samsung un40eh5300---0.2517482517482518
Predicted Answer:samsung un55hu8500---0.3356643356643357
Predicted Answer:sony xbr65x810c---0.2857142857142857
Predicted Answer:sony xbr65x850a---0.2937062937062937
Predicted Answer:sony xbr49x830c---0.2867132867132867
Predicted Answer:lg 49uf6400---0.2828282828282828
Predicted Answer:sony xbr65x850c---0.32167832167832167
Predicted Answer:sony xbr70x850b---0.2937062937062937
Predicted Answer:lg 40lf6300---0.23255813953488372
Predicted Answer:sony xbr55x900c---0.22377622377622378
Predicted Answer:gpx tde3253b---0.22857142857142856
Predicted Answer:samsung un65h7150---0.4473684210526316
Predicted Answer:samsung un65ju7100---0.4098360655737705
Predicted Answer:vizio d50u-d1---0.24475524475524477
nodee8b5ebfbefe7abca8581c1f24ae178eb.html
Right Answer:accessory_samsung
Predicted Answer:samsung un55ju7100f---0.4444444444444444
Predicted Answer:vizio d48-d0---0.1111111111111111
Predicted Answer:samsung un60eh6003---0.3333333333333333
Predicted Answer:samsung un60ju7100---0.4444444444444444
Predicted Answer:sony xbr65x930c---0.1111111111111111
Predicted Answer:samsung un50ju7100---0.3333333333333333
Predicted Answer:sony xbr65x930d---0.1111111111111111
Predicted Answer:sony xbr65x950b---0.2222222222222222
Predicted Answer:vizio d43-c1---0.2222222222222222
Predicted Answer:samsung un55ju6500---0.3333333333333333
Predicted Answer:gpx te1384b---0.2222222222222222
Predicted Answer:sony xbr55x800b---0.1111111111111111
Predicted Answer:gpx tde1380b---0.1111111111111111
Predicted Answer:samsung un32eh5300---0.2222222222222222
Predicted Answer:samsung un40ju6400---0.3333333333333333
Predicted Answer:lg 43uf6400---0.3333333333333333
Predicted Answer:gpx tde1384b---0.1111111111111111
Predicted Answer:lg 55eg9100---0.2222222222222222
Predicted Answer:samsung un50eh5300---0.4444444444444444
Predicted Answer:samsung un65h6350---0.2222222222222222
Predicted Answer:samsung un50j5200a---0.2222222222222222
Predicted Answer:sony xbr65x800b---0.1111111111111111
Predicted Answer:samsung un60js7000---0.2222222222222222
Predicted Answer:samsung un55js8500f---0.3333333333333333
Predicted Answer:vizio d43-d2---0.1111111111111111
Predicted Answer:sony xbr65x900b---0.1111111111111111
Predicted Answer:sony xbr65x900c---0.2222222222222222
Predicted Answer:samsung un48ju6400---0.3333333333333333
Predicted Answer:sony xbr65hx929---0.1111111111111111
Predicted Answer:sony xbr55x850d---0.1111111111111111
Predicted Answer:sony xbr55x850c---0.1111111111111111
Predicted Answer:samsung un55js9000f---0.2222222222222222
Predicted Answer:sony xbr55x850b---0.1111111111111111
Predicted Answer:samsung un60j6200a---0.2222222222222222
Predicted Answer:samsung un40es6100---0.3333333333333333
Predicted Answer:samsung un50j6300---0.2222222222222222
Predicted Answer:lg 55eg9600---0.2222222222222222
Predicted Answer:sony xbr79x900b---0.2222222222222222
Predicted Answer:gpx tde1982b---0.2222222222222222
Predicted Answer:lg 65eg9600---0.2222222222222222
Predicted Answer:sony xbr55x810c---0.1111111111111111
Predicted Answer:samsung un40ju6700---0.2222222222222222
Predicted Answer:samsung un50js7000---0.2222222222222222
Predicted Answer:sony xbr43x830c---0.1111111111111111
Predicted Answer:samsung un55hu6840---0.3333333333333333
Predicted Answer:samsung un55j6200a---0.2222222222222222
Predicted Answer:samsung un40eh5300---0.4444444444444444
Predicted Answer:samsung un55hu8500---0.3333333333333333
Predicted Answer:sony xbr65x810c---0.1111111111111111
Predicted Answer:sony xbr65x850a---0.3333333333333333
Predicted Answer:sony xbr49x830c---0.1111111111111111
Predicted Answer:lg 49uf6400---0.3333333333333333
Predicted Answer:sony xbr65x850c---0.2222222222222222
Predicted Answer:sony xbr70x850b---0.1111111111111111
Predicted Answer:lg 40lf6300---0.1111111111111111
Predicted Answer:sony xbr55x900c---0.1111111111111111
Predicted Answer:gpx tde3253b---0.1111111111111111
Predicted Answer:samsung un65h7150---0.2222222222222222
Predicted Answer:samsung un65ju7100---0.3333333333333333
Predicted Answer:vizio d50u-d1---0.2222222222222222
nodee9706e483b9497a3f5cfe0b448dffbdc.html
Right Answer:sony xbr65x850c
Predicted Answer:samsung un55ju7100f---0.1111111111111111
Predicted Answer:vizio d48-d0---0.0
Predicted Answer:samsung un60eh6003---0.1111111111111111
Predicted Answer:samsung un60ju7100---0.1111111111111111
Predicted Answer:sony xbr65x930c---0.2222222222222222
Predicted Answer:samsung un50ju7100---0.1111111111111111
Predicted Answer:sony xbr65x930d---0.2222222222222222
Predicted Answer:sony xbr65x950b---0.3333333333333333
Predicted Answer:vizio d43-c1---0.1111111111111111
Predicted Answer:samsung un55ju6500---0.0
Predicted Answer:gpx te1384b---0.1111111111111111
Predicted Answer:sony xbr55x800b---0.2222222222222222
Predicted Answer:gpx tde1380b---0.0
Predicted Answer:samsung un32eh5300---0.0
